PeriodEnd,PeriodStart,Period,AirTemp,Dni
2020-01-01T18:30:00Z,2020-01-01T18:15:00Z,PT15M,15.0,0
2020-01-01T18:45:00Z,2020-01-01T18:30:00Z,PT15M,15.0,0
2020-01-01T19:00:00Z,2020-01-01T18:45:00Z,PT15M,14.9,0
2020-01-01T19:15:00Z,2020-01-01T19:00:00Z,PT15M,15.0,11
2020-01-01T19:30:00Z,2020-01-01T19:15:00Z,PT15M,15.1,105
2020-01-01T19:45:00Z,2020-01-01T19:30:00Z,PT15M,15.2,272
2020-01-01T20:00:00Z,2020-01-01T19:45:00Z,PT15M,15.3,384
2020-01-01T20:15:00Z,2020-01-01T20:00:00Z,PT15M,15.6,470
2020-01-01T20:30:00Z,2020-01-01T20:15:00Z,PT15M,16.0,542
2020-01-01T20:45:00Z,2020-01-01T20:30:00Z,PT15M,16.4,603
2020-01-01T21:00:00Z,2020-01-01T20:45:00Z,PT15M,16.7,654
2020-01-01T21:15:00Z,2020-01-01T21:00:00Z,PT15M,17.1,698
2020-01-01T21:30:00Z,2020-01-01T21:15:00Z,PT15M,17.5,736
2020-01-01T21:45:00Z,2020-01-01T21:30:00Z,PT15M,17.9,769
2020-01-01T22:00:00Z,2020-01-01T21:45:00Z,PT15M,18.3,798
2020-01-01T22:15:00Z,2020-01-01T22:00:00Z,PT15M,18.7,824
2020-01-01T22:30:00Z,2020-01-01T22:15:00Z,PT15M,19.0,847
2020-01-01T22:45:00Z,2020-01-01T22:30:00Z,PT15M,19.4,867
2020-01-01T23:00:00Z,2020-01-01T22:45:00Z,PT15M,19.7,885
2020-01-01T23:15:00Z,2020-01-01T23:00:00Z,PT15M,20.1,902
2020-01-01T23:30:00Z,2020-01-01T23:15:00Z,PT15M,20.4,916
2020-01-01T23:45:00Z,2020-01-01T23:30:00Z,PT15M,20.7,928
2020-01-02T00:00:00Z,2020-01-01T23:45:00Z,PT15M,21.0,938
2020-01-02T00:15:00Z,2020-01-02T00:00:00Z,PT15M,21.3,946
2020-01-02T00:30:00Z,2020-01-02T00:15:00Z,PT15M,21.4,953
2020-01-02T00:45:00Z,2020-01-02T00:30:00Z,PT15M,21.5,959
2020-01-02T01:00:00Z,2020-01-02T00:45:00Z,PT15M,21.6,964
2020-01-02T01:15:00Z,2020-01-02T01:00:00Z,PT15M,21.9,969
2020-01-02T01:30:00Z,2020-01-02T01:15:00Z,PT15M,22.1,973
2020-01-02T01:45:00Z,2020-01-02T01:30:00Z,PT15M,22.4,976
2020-01-02T02:00:00Z,2020-01-02T01:45:00Z,PT15M,22.7,979
2020-01-02T02:15:00Z,2020-01-02T02:00:00Z,PT15M,23.0,980
2020-01-02T02:30:00Z,2020-01-02T02:15:00Z,PT15M,23.3,981
2020-01-02T02:45:00Z,2020-01-02T02:30:00Z,PT15M,23.6,975
2020-01-02T03:00:00Z,2020-01-02T02:45:00Z,PT15M,23.9,961
2020-01-02T03:15:00Z,2020-01-02T03:00:00Z,PT15M,24.1,947
2020-01-02T03:30:00Z,2020-01-02T03:15:00Z,PT15M,24.2,931
2020-01-02T03:45:00Z,2020-01-02T03:30:00Z,PT15M,24.4,921
2020-01-02T04:00:00Z,2020-01-02T03:45:00Z,PT15M,24.5,916
2020-01-02T04:15:00Z,2020-01-02T04:00:00Z,PT15M,24.5,910
2020-01-02T04:30:00Z,2020-01-02T04:15:00Z,PT15M,24.3,903
2020-01-02T04:45:00Z,2020-01-02T04:30:00Z,PT15M,24.1,894
2020-01-02T05:00:00Z,2020-01-02T04:45:00Z,PT15M,23.9,884
